Date,Resturant Name,Rating,Review,Source
3/4/2020,Basiles Pizza Hoboken,4,always complain people great pizza hoboken jersey city like razza something completely different mean pizza night football game trying bunch different place basile probably closest looking area crust really crispy topping generous pizza hold together pick fold usually order delivery via slice app arrives quick hot lot people say pizza expensive yes spend place area nobody forcing spend money want something cheaper plenty option,Yelp
2/16/2020,Basiles Pizza Hoboken,1,never life treated disrespectfully management restaurant manager owner guy red sweatshirt first yelled hardworking employee front dozen customer something trivial tv stunned watching whine employee looked said looking n't customer many fellow customer establishment n't know guy get sense entitlement feel guy make pizza work hard deliver great product verbally accosted bos used regular customer doubting ever return,Yelp
2/1/2020,Basiles Pizza Hoboken,1,waited long line guy register texting whole entire time paid pizza ignored pizza ready like unprofessional worker get hell dam phone focus client client customer come first jesus christ,Yelp
1/18/2020,Basiles Pizza Hoboken,1,set cup sitting next soda fountain went take one assuming little water cup one associate said fuck cup instead explaining n't grab paying customer quite upset treated way would n't recommend going based way customer treated,Yelp
1/8/2020,Basiles Pizza Hoboken,5,favorite pizza hoboken always crowded good reason much room sit eat good pizza seriously awesome,Yelp
1/4/2020,Basiles Pizza Hoboken,5,best pizza jersey city period crispy crust amazing plain pie best bit expensive thing massive,Yelp
12/20/2019,Basiles Pizza Hoboken,1,place pretty much trash went late spot open charged 19 2 slice told cash essentially pizza extortion slice ok like 3 5 5 definitely worth money also gave terrible heartburn unusual cashier extremely rude next time hungry midnight find domino,Yelp
11/30/2019,Basiles Pizza Hoboken,4,got 4 slice around 15 regular cheese slice lacking tomato sauce department crust underside little past crispy liking cheese sicilian slice much style plethora delicious tomato sauce place also 10 minimum paying card,Yelp
10/28/2019,Basiles Pizza Hoboken,4,stopped shop talking lady carlo bakery said eat lot pizza slice big cheese pizza delicious another mushroom tomato would eat area guy behind counter helpful answered question,Yelp
9/28/2019,Basiles Pizza Hoboken,4,cheese slice pizza comfort 2am drunk food although 3 5 thin slice pizza much since lack pizza option downtown hoboken make worth,Yelp
9/14/2019,Basiles Pizza Hoboken,5,10 10 best pizza place new jersey biiig pizza grandfather favorite place go need good slice pizza truly great spot owner worker always nice love place,Yelp
9/13/2019,Basiles Pizza Hoboken,1,ordered pizza garlic knot chicken roll guy slice app hour later delivered pizza refunded 9 garlic knot chicken roll ran ran garlic knot chicken roll 7pm friday night n't call let know found time delivery 8pm could n't get half order thankfully refunded money let know prior delivery called complain guy could care le fortunately able get rest dinner reputable pizza joint 45 minute later never order guy could care le customer service,Yelp
9/8/2019,Basiles Pizza Hoboken,1,real trash like team also careful order delivery overcharge deliver full order also never refunded,Yelp
8/30/2019,Basiles Pizza Hoboken,4,good slice pizza definitely recommend 3 slice overpriced opinion good,Yelp
8/12/2019,Basiles Pizza Hoboken,4,place make excellent pizza thin unique quality crust quality pizza warrant five star review reason gave 4 star however two reason one many time point staff consistently unpleasant reason think opinion issue corroborated review site two price quite high,Yelp
8/7/2019,Basiles Pizza Hoboken,1,absolute rudest nastiest worker hoboken anyone would tolerate mediocre pizza beyond rather eat elios frozen pizza spend one penny,Yelp
7/31/2019,Basiles Pizza Hoboken,2,like leftover pizza go appears like pizza sits long period time causing taste like straight fridge maybe like thought prayer,Yelp
7/27/2019,Basiles Pizza Hoboken,4,pizza good tasty crunchy usually open till late weekend usually get packed sometimes need wait get slice table outside sit pretty convenient spot,Yelp
7/19/2019,Basiles Pizza Hoboken,4,place must-try hoboken open door inviting allowing aroma freshly cooked pizza waft street lure customer hour day great selection slice open late bar-goers could ask,Yelp
7/16/2019,Basiles Pizza Hoboken,4,surprisingly decent pizza place kind channel 99c slice shop decor speak never eat little depressing fluorescent lighting crumb-covered formica table little al fresco area insist stop reg way home path get slice go crust crispy cheese sauce good balance topping fresh consistently solid around even taking home award service pretty quick range chinese-takeout-efficient friendly depending speak bring cash want slice credit card minimum,Yelp
7/16/2019,Basiles Pizza Hoboken,4,great spot town pizza since close path light rail ferry people come home grab go since fast buffalo chicken best pizza slice get take credit card minimum crust crispy usually burnt service quick place bring crowd even though thur-sun night get packed pub closed pizza app guy stoolpresidente gave 8 1 10 would say pretty spot,Yelp
6/25/2019,Basiles Pizza Hoboken,3,place tasty pizza great especially night drink however restaurant usually pretty crowded cleanest pleasant place sit eat job hungry slice 3 75 bad,Yelp
6/8/2019,Basiles Pizza Hoboken,2,nice corner spot table dirty pizza crumb big place bathroom pizza quality okay like crunchy overall nice place worker like dat wont well table clear see dirty 2 95 slice price amount pizza u get,Yelp
6/3/2019,Basiles Pizza Hoboken,1,called raining said gon na close midnight showed said mozerellapizza pizza fresh n't make fresh one left cold slice low business mentality bad service room dirty well,Yelp
